station_id;name;numbikesavailable;mechanical;ebike;numdocksavailable;timestamp;date;hour;weekday
44015;Rouget de L'isle - Watteau;14;5;9;6;2025-06-05 09:04:22;2025-06-05;9;Thursday
14111;Cassini - Denfert-Rochereau;4;1;3;21;2025-06-05 09:01:32;2025-06-05;9;Thursday
8026;Messine - Place Du Pérou;9;5;4;3;2025-06-05 09:04:16;2025-06-05;9;Thursday
13007;Le Brun - Gobelins;11;10;1;35;2025-06-05 09:03:54;2025-06-05;9;Thursday
6003;Saint-Sulpice;5;4;1;14;2025-06-05 09:04:01;2025-06-05;9;Thursday
5110;Lacépède - Monge;2;0;2;21;2025-06-05 09:03:06;2025-06-05;9;Thursday
33006;André Karman - République;14;9;5;14;2025-06-05 09:02:38;2025-06-05;9;Thursday
21010;Silly - Galliéni;24;16;8;0;2025-06-05 08:59:11;2025-06-05;8;Thursday
25006;Place Nelson Mandela;1;0;1;20;2025-06-05 08:59:31;2025-06-05;8;Thursday
30002;Jean Rostand - Paul Vaillant Couturier;13;1;12;22;2025-06-05 09:03:59;2025-06-05;9;Thursday
32304;Charcot - Benfleet;4;0;4;24;2025-06-05 09:01:26;2025-06-05;9;Thursday
17041;Guersant - Gouvion-Saint-Cyr;7;3;4;26;2025-06-05 09:02:46;2025-06-05;9;Thursday
11025;Froment - Bréguet;9;7;2;32;2025-06-05 09:04:25;2025-06-05;9;Thursday
15047;Morillons - Dantzig;1;0;1;51;2025-06-05 09:02:12;2025-06-05;9;Thursday
17026;Jouffroy d'Abbans - Wagram;11;5;6;28;2025-06-05 09:04:02;2025-06-05;9;Thursday
6021;Beaux-Arts - Bonaparte;19;10;9;0;2025-06-05 08:57:15;2025-06-05;8;Thursday
15202;Bracion - Périphérique;2;0;2;27;2025-06-05 08:59:36;2025-06-05;8;Thursday
13101;Croulebarde - Corvisart;22;22;0;11;2025-06-05 09:03:52;2025-06-05;9;Thursday
40016;Sarrazins - Saussure;0;0;0;22;2025-02-05 10:35:03;2025-02-05;10;Wednesday
2022;Saint-Fiacre - Poissonière;29;21;8;5;2025-06-05 09:04:22;2025-06-05;9;Thursday
17044;Porte de Saint-Ouen - Bessières;1;1;0;40;2025-06-05 09:02:10;2025-06-05;9;Thursday
19033;Cambrai - Benjamin Constant;13;6;7;29;2025-06-05 09:01:41;2025-06-05;9;Thursday
20143;Ramponeau - Belleville;2;0;2;42;2025-06-05 08:59:38;2025-06-05;8;Thursday
21216;Louis Lejeune - Barbès;1;1;0;24;2025-06-05 08:58:34;2025-06-05;8;Thursday
15068;Général Martial Valin - Pont du Garigliano;7;5;2;8;2025-06-05 09:03:18;2025-06-05;9;Thursday
17048;De Toqueville - Terrasse;1;1;0;27;2025-06-05 09:01:49;2025-06-05;9;Thursday
44017;Jules Guesde - Pont du Port à l'Anglais;24;21;3;4;2025-06-05 09:04:08;2025-06-05;9;Thursday
16118;Michel-Ange - Parent de Rosan;6;6;0;19;2025-06-05 09:03:48;2025-06-05;9;Thursday
9008;Tour d'Auvergne - Rodier;2;1;1;14;2025-06-05 09:03:01;2025-06-05;9;Thursday
8103;Artois - Berri;23;14;9;0;2025-06-05 09:02:17;2025-06-05;9;Thursday
8048;Marceau - Chaillot;18;4;14;1;2025-06-05 09:03:47;2025-06-05;9;Thursday
13118;Regnault - Patay;59;52;7;2;2025-06-05 09:04:01;2025-06-05;9;Thursday
15112;Vigée-Lebrun - Anselme Payen;2;1;1;22;2025-06-05 09:01:19;2025-06-05;9;Thursday
13030;Italie - Tolbiac;1;0;1;18;2025-06-05 09:04:15;2025-06-05;9;Thursday
19027;Serrurier;0;0;0;0;2025-05-21 06:48:59;2025-05-21;6;Wednesday
18111;Félix Ziem - Armand Gauthier;1;0;1;24;2025-06-05 09:01:53;2025-06-05;9;Thursday
9002;Abbeville - Faubourg Poissonnière;3;1;2;9;2025-06-05 09:04:04;2025-06-05;9;Thursday
16110;Octave Feuillet - Albéric Magnard;6;2;4;15;2025-06-05 08:58:33;2025-06-05;8;Thursday
43009;Place Jean-Spire-Lemaître;1;1;0;49;2025-06-05 09:00:27;2025-06-05;9;Thursday
9001;Bellefond - Poissonnière;1;0;1;14;2025-06-05 09:02:28;2025-06-05;9;Thursday
17032;Jean Oestreicher - Porte de Champerret;7;5;2;14;2025-06-05 09:03:25;2025-06-05;9;Thursday
