station_id;name;numbikesavailable;mechanical;ebike;numdocksavailable;timestamp;date;hour;weekday
32017;Basilique;7;3;4;15;2025-06-05 03:02:51;2025-06-05;3;Thursday
6003;Saint-Sulpice;2;1;1;17;2025-06-05 02:53:47;2025-06-05;2;Thursday
7002;Vaneau - Sèvres;8;4;4;24;2025-06-05 03:02:42;2025-06-05;3;Thursday
5110;Lacépède - Monge;13;4;9;10;2025-06-05 03:00:21;2025-06-05;3;Thursday
42016;Pierre et Marie Curie - Maurice Thorez;19;9;10;8;2025-06-05 02:59:03;2025-06-05;2;Thursday
21010;Silly - Galliéni;18;15;3;4;2025-06-05 03:03:25;2025-06-05;3;Thursday
30002;Jean Rostand - Paul Vaillant Couturier;7;1;6;27;2025-06-05 03:03:05;2025-06-05;3;Thursday
7003;Square Boucicaut;3;2;1;56;2025-06-05 02:53:56;2025-06-05;2;Thursday
17041;Guersant - Gouvion-Saint-Cyr;13;9;4;20;2025-06-05 03:03:32;2025-06-05;3;Thursday
5016;Thouin - Cardinal Lemoine;3;0;3;14;2025-06-05 03:00:28;2025-06-05;3;Thursday
17026;Jouffroy d'Abbans - Wagram;10;5;5;30;2025-06-05 03:03:26;2025-06-05;3;Thursday
8050;Boétie - Ponthieu;2;0;2;41;2025-06-05 03:02:11;2025-06-05;3;Thursday
13101;Croulebarde - Corvisart;31;29;2;2;2025-06-05 03:02:54;2025-06-05;3;Thursday
31024;Romainville - Vaillant-Couturier;22;17;5;16;2025-06-05 03:03:42;2025-06-05;3;Thursday
40016;Sarrazins - Saussure;0;0;0;22;2025-02-05 10:35:03;2025-02-05;10;Wednesday
19033;Cambrai - Benjamin Constant;0;0;0;42;2025-06-05 03:02:56;2025-06-05;3;Thursday
17025;Chazelles - Courcelles;0;0;0;34;2025-06-05 03:00:35;2025-06-05;3;Thursday
21326;Moulin de Pierre - Abbé Grégoire;14;6;8;6;2025-06-05 03:00:49;2025-06-05;3;Thursday
16138;Saint-Cloud - Hippodrome;1;1;0;28;2025-06-05 02:59:33;2025-06-05;2;Thursday
21216;Louis Lejeune - Barbès;3;2;1;22;2025-06-05 02:57:11;2025-06-05;2;Thursday
22207;Rond-point du Dr Albert Schweitzer;10;5;5;12;2025-06-05 02:57:00;2025-06-05;2;Thursday
17048;De Toqueville - Terrasse;4;2;2;24;2025-06-05 03:03:37;2025-06-05;3;Thursday
16118;Michel-Ange - Parent de Rosan;13;11;2;12;2025-06-05 02:59:43;2025-06-05;2;Thursday
2017;Caire - Dussoubs;0;0;0;40;2025-06-05 03:03:43;2025-06-05;3;Thursday
9008;Tour d'Auvergne - Rodier;7;5;2;9;2025-06-05 03:00:07;2025-06-05;3;Thursday
8048;Marceau - Chaillot;1;0;1;18;2025-06-05 03:02:15;2025-06-05;3;Thursday
14013;Liard - Amiral Mouchez;25;17;8;1;2025-06-05 03:03:08;2025-06-05;3;Thursday
19027;Serrurier;0;0;0;0;2025-05-21 06:48:59;2025-05-21;6;Wednesday
18111;Félix Ziem - Armand Gauthier;3;2;1;21;2025-06-05 02:59:27;2025-06-05;2;Thursday
9002;Abbeville - Faubourg Poissonnière;4;4;0;8;2025-06-05 03:02:40;2025-06-05;3;Thursday
16110;Octave Feuillet - Albéric Magnard;3;3;0;18;2025-06-05 02:55:27;2025-06-05;2;Thursday
9001;Bellefond - Poissonnière;2;2;0;14;2025-06-05 03:02:28;2025-06-05;3;Thursday
8016;Square Louis XVI;1;0;1;25;2025-06-05 02:58:37;2025-06-05;2;Thursday
10029;Dunkerque - Rocroy;5;2;3;18;2025-06-05 02:58:43;2025-06-05;2;Thursday
41303;Gare de Nogent-le-Perreux;28;22;6;2;2025-06-05 03:02:58;2025-06-05;3;Thursday
12031;Gabriel Lamé;27;27;0;6;2025-06-05 03:03:42;2025-06-05;3;Thursday
1001;Quai de l'Horloge - Pont Neuf;2;0;2;15;2025-06-05 03:03:22;2025-06-05;3;Thursday
5022;Boulangers - Cardinal Lemoine;0;0;0;20;2025-06-05 02:55:41;2025-06-05;2;Thursday
17008;Porte Pouchet-Bessières;7;6;1;15;2025-06-05 03:03:10;2025-06-05;3;Thursday
7018;Ségur - d'Estrées;2;2;0;16;2025-06-05 02:55:20;2025-06-05;2;Thursday
