station_id;name;numbikesavailable;mechanical;ebike;numdocksavailable;timestamp;date;hour;weekday
44015;Rouget de L'isle - Watteau;13;4;9;7;2025-06-05 08:03:44;2025-06-05;8;Thursday
5110;Lacépède - Monge;0;0;0;23;2025-06-05 08:02:37;2025-06-05;8;Thursday
33006;André Karman - République;15;10;5;13;2025-06-05 08:02:30;2025-06-05;8;Thursday
42016;Pierre et Marie Curie - Maurice Thorez;5;1;4;22;2025-06-05 08:01:45;2025-06-05;8;Thursday
40011;Bas du Mont-Mesly;27;16;11;0;2025-06-05 08:04:16;2025-06-05;8;Thursday
30002;Jean Rostand - Paul Vaillant Couturier;13;1;12;22;2025-06-05 08:04:11;2025-06-05;8;Thursday
32304;Charcot - Benfleet;4;0;4;24;2025-06-05 08:00:55;2025-06-05;8;Thursday
15047;Morillons - Dantzig;0;0;0;52;2025-06-05 08:01:42;2025-06-05;8;Thursday
17026;Jouffroy d'Abbans - Wagram;13;6;7;26;2025-06-05 08:03:33;2025-06-05;8;Thursday
6021;Beaux-Arts - Bonaparte;16;9;7;3;2025-06-05 08:00:29;2025-06-05;8;Thursday
12109;Mairie du 12ème;4;3;1;25;2025-06-05 07:58:03;2025-06-05;7;Thursday
8050;Boétie - Ponthieu;32;19;13;11;2025-06-05 08:04:01;2025-06-05;8;Thursday
14108;Le Brix et Mesmin - Jourdan;1;0;1;20;2025-06-05 08:02:10;2025-06-05;8;Thursday
40016;Sarrazins - Saussure;0;0;0;22;2025-02-05 10:35:03;2025-02-05;10;Wednesday
2022;Saint-Fiacre - Poissonière;32;22;10;2;2025-06-05 08:04:12;2025-06-05;8;Thursday
17044;Porte de Saint-Ouen - Bessières;1;1;0;40;2025-06-05 08:04:04;2025-06-05;8;Thursday
21326;Moulin de Pierre - Abbé Grégoire;1;0;1;19;2025-06-05 08:03:32;2025-06-05;8;Thursday
43002;Lagny - Victor Basch;18;13;5;7;2025-06-05 08:03:43;2025-06-05;8;Thursday
16138;Saint-Cloud - Hippodrome;6;5;1;23;2025-06-05 08:01:51;2025-06-05;8;Thursday
15068;Général Martial Valin - Pont du Garigliano;8;6;2;7;2025-06-05 08:02:30;2025-06-05;8;Thursday
22207;Rond-point du Dr Albert Schweitzer;2;0;2;20;2025-06-05 07:59:40;2025-06-05;7;Thursday
31028;Raspail Barbès;9;7;2;19;2025-06-05 08:04:20;2025-06-05;8;Thursday
17048;De Toqueville - Terrasse;1;0;1;27;2025-06-05 07:55:32;2025-06-05;7;Thursday
16118;Michel-Ange - Parent de Rosan;5;5;0;20;2025-06-05 08:03:43;2025-06-05;8;Thursday
8103;Artois - Berri;21;14;7;2;2025-06-05 08:02:08;2025-06-05;8;Thursday
14013;Liard - Amiral Mouchez;7;5;2;19;2025-06-05 08:03:57;2025-06-05;8;Thursday
13118;Regnault - Patay;60;52;8;1;2025-06-05 08:03:54;2025-06-05;8;Thursday
19027;Serrurier;0;0;0;0;2025-05-21 06:48:59;2025-05-21;6;Wednesday
9002;Abbeville - Faubourg Poissonnière;2;0;2;10;2025-06-05 08:03:32;2025-06-05;8;Thursday
48003;Youri Gagarine - Karl Marx;0;0;0;21;2025-06-05 08:00:18;2025-06-05;8;Thursday
16110;Octave Feuillet - Albéric Magnard;8;3;5;13;2025-06-05 07:58:33;2025-06-05;7;Thursday
10115;Granges aux Belles;4;1;3;23;2025-06-05 08:02:35;2025-06-05;8;Thursday
10029;Dunkerque - Rocroy;0;0;0;23;2025-06-05 08:04:21;2025-06-05;8;Thursday
10161;Gare de l'Est - Faubourg-Saint-Martin;2;2;0;30;2025-06-05 08:02:04;2025-06-05;8;Thursday
41303;Gare de Nogent-le-Perreux;24;22;2;8;2025-06-05 08:03:41;2025-06-05;8;Thursday
