station_id;name;numbikesavailable;mechanical;ebike;numdocksavailable;timestamp;date;hour;weekday
16107;Benjamin Godard - Victor Hugo;18;5;13;17;2025-06-05 00:59:47;2025-06-05;0;Thursday
40001;Hôpital Mondor;8;4;4;19;2025-06-05 01:02:42;2025-06-05;1;Thursday
44015;Rouget de L'isle - Watteau;18;4;14;2;2025-06-05 01:02:36;2025-06-05;1;Thursday
9020;Toudouze - Clauzel;0;0;0;21;2025-06-05 00:54:41;2025-06-05;0;Thursday
14014;Jourdan - Stade Charléty;15;8;7;43;2025-06-05 01:00:21;2025-06-05;1;Thursday
32017;Basilique;6;3;3;16;2025-06-05 01:02:32;2025-06-05;1;Thursday
11104;Charonne - Robert et Sonia Delaunay;12;7;5;8;2025-06-05 01:01:44;2025-06-05;1;Thursday
8026;Messine - Place Du Pérou;2;1;1;10;2025-06-05 00:52:53;2025-06-05;0;Thursday
13007;Le Brun - Gobelins;33;27;6;13;2025-06-05 01:02:18;2025-06-05;1;Thursday
6003;Saint-Sulpice;1;1;0;18;2025-06-05 01:03:03;2025-06-05;1;Thursday
7002;Vaneau - Sèvres;8;4;4;25;2025-06-05 01:01:37;2025-06-05;1;Thursday
6108;Saint-Romain - Cherche-Midi;2;1;1;14;2025-06-05 00:58:39;2025-06-05;0;Thursday
42016;Pierre et Marie Curie - Maurice Thorez;19;9;10;8;2025-06-05 00:58:13;2025-06-05;0;Thursday
40011;Bas du Mont-Mesly;24;16;8;3;2025-06-05 01:00:31;2025-06-05;1;Thursday
25006;Place Nelson Mandela;4;0;4;17;2025-06-05 00:56:58;2025-06-05;0;Thursday
32304;Charcot - Benfleet;5;0;5;23;2025-06-05 00:57:30;2025-06-05;0;Thursday
11025;Froment - Bréguet;14;11;3;28;2025-06-05 01:03:14;2025-06-05;1;Thursday
6021;Beaux-Arts - Bonaparte;2;0;2;18;2025-06-05 00:53:35;2025-06-05;0;Thursday
15202;Bracion - Périphérique;4;0;4;25;2025-06-05 01:01:51;2025-06-05;1;Thursday
12109;Mairie du 12ème;29;26;3;0;2025-06-05 01:03:34;2025-06-05;1;Thursday
8050;Boétie - Ponthieu;0;0;0;43;2025-06-05 01:00:56;2025-06-05;1;Thursday
13101;Croulebarde - Corvisart;31;29;2;2;2025-06-05 01:03:32;2025-06-05;1;Thursday
31024;Romainville - Vaillant-Couturier;7;2;5;31;2025-06-05 01:03:23;2025-06-05;1;Thursday
40016;Sarrazins - Saussure;0;0;0;22;2025-02-05 10:35:03;2025-02-05;10;Wednesday
2022;Saint-Fiacre - Poissonière;5;3;2;29;2025-06-05 01:02:31;2025-06-05;1;Thursday
17025;Chazelles - Courcelles;0;0;0;34;2025-06-05 00:59:29;2025-06-05;0;Thursday
21326;Moulin de Pierre - Abbé Grégoire;14;5;9;6;2025-06-05 00:59:42;2025-06-05;0;Thursday
20143;Ramponeau - Belleville;14;13;1;29;2025-06-05 01:02:31;2025-06-05;1;Thursday
21216;Louis Lejeune - Barbès;3;2;1;22;2025-06-05 00:56:50;2025-06-05;0;Thursday
22207;Rond-point du Dr Albert Schweitzer;11;6;5;11;2025-06-05 00:56:41;2025-06-05;0;Thursday
92002;Théâtre des Amandiers - Palais des sports;3;1;2;19;2025-06-05 00:59:45;2025-06-05;0;Thursday
31028;Raspail Barbès;12;1;11;16;2025-06-05 01:00:50;2025-06-05;1;Thursday
44017;Jules Guesde - Pont du Port à l'Anglais;25;22;3;3;2025-06-05 01:02:59;2025-06-05;1;Thursday
44010;8 Mai 1945 - 10 Juillet 1940;29;19;10;1;2025-06-05 01:01:12;2025-06-05;1;Thursday
